VTime,VThrottle,VBrake,VDRS,VRPM,VSpeed,VnGear,VLapPercentage
2021-09-05 00:00:58.514,61,0,8,10356,195,5,0.8220903670312307
2021-09-05 00:00:58.687,72,0,8,10406,195,5,0.8242992773147899
2021-09-05 00:00:58.734,77,0,8,10476,196,5,0.8249042206471656
2021-09-05 00:00:58.954,82,0,8,10546,197,5,0.8277588609545334
2021-09-05 00:00:58.967,87,0,8,10616,198,5,0.8279279537550583
2021-09-05 00:00:59.174,88,0,8,10722,199,5,0.8306316949333539
2021-09-05 00:00:59.207,90,0,8,10828,200,5,0.8310696649587539
2021-09-05 00:00:59.394,95,0,8,10979,203,5,0.8335972614851671
2021-09-05 00:00:59.447,100,0,8,11130,207,5,0.8343213360545788
2021-09-05 00:00:59.614,100,0,8,11178,209,5,0.8366165938429345
2021-09-05 00:00:59.687,100,0,8,11226,211,5,0.8376358413744777
2021-09-05 00:00:59.834,100,0,8,11396,215,5,0.839728348013151
2021-09-05 00:00:59.967,100,0,8,11566,219,5,0.8416493774371988
2021-09-05 00:01:00.054,100,0,8,11751,221,5,0.8429116902451533
2021-09-05 00:01:00.207,100,0,8,11937,223,5,0.8451523854293193
2021-09-05 00:01:00.274,100,0,8,11289,226,5,0.8461477150083796
2021-09-05 00:01:00.447,100,0,8,10642,229,5,0.8487496447575508
2021-09-05 00:01:00.494,100,0,8,10740,231,5,0.84946081123573
2021-09-05 00:01:00.687,100,0,8,10839,233,6,0.8524097383098562
2021-09-05 00:01:00.714,100,0,8,10930,236,6,0.8528286118725984
2021-09-05 00:01:00.926,100,0,8,11021,240,6,0.8561640831982723
2021-09-05 00:01:00.934,100,0,8,11057,241,6,0.8562907375283755
2021-09-05 00:01:01.154,100,0,8,11093,242,6,0.8597893932927498
2021-09-05 00:01:01.166,100,0,8,11130,243,6,0.8599812623107626
2021-09-05 00:01:01.374,100,0,8,11235,244,6,0.8633267506672532
2021-09-05 00:01:01.406,100,0,8,11341,246,6,0.8638455670913081
2021-09-05 00:01:01.594,100,0,8,11401,248,6,0.866917280950064
2021-09-05 00:01:01.646,100,0,8,11462,250,6,0.8677727060959276
2021-09-05 00:01:01.814,100,0,8,11500,251,6,0.8705509918326509
2021-09-05 00:01:01.886,100,0,8,11538,253,6,0.8717469707686025
2021-09-05 00:01:02.034,100,0,8,11477,254,6,0.8742135577810988
2021-09-05 00:01:02.126,100,0,8,11416,255,6,0.8757526525533145
2021-09-05 00:01:02.254,100,0,8,10926,256,6,0.8779016502894244
2021-09-05 00:01:02.366,100,0,8,10436,257,7,0.8797897514500633
2021-09-05 00:01:02.474,100,0,8,10479,258,7,0.8816175859122874
2021-09-05 00:01:02.567,100,0,8,10522,259,7,0.8831971336074216
2021-09-05 00:01:02.694,100,0,8,10576,260,7,0.8853623966386757
2021-09-05 00:01:02.807,100,0,8,10630,261,7,0.8872970667282442
2021-09-05 00:01:02.914,100,0,8,10623,262,7,0.889136089739526
2021-09-05 00:01:03.047,100,0,8,10616,263,7,0.8914284169611039
2021-09-05 00:01:03.134,100,0,8,10666,263,7,0.8929294674682836
2021-09-05 00:01:03.287,100,0,8,10716,264,7,0.8955754757499822
2021-09-05 00:01:03.354,100,0,8,10748,264,7,0.8967386023037439
2021-09-05 00:01:03.555,100,0,8,10780,265,7,0.9002409667412319
2021-09-05 00:01:03.567,100,0,8,10813,266,7,0.9004503643010499
2021-09-05 00:01:03.775,100,0,8,10823,266,7,0.9040844208660503
2021-09-05 00:01:03.807,100,0,8,10834,267,7,0.9046445487579834
2021-09-05 00:01:03.995,100,0,8,10846,267,7,0.9079413200123588
2021-09-05 00:01:04.047,100,0,8,10859,268,7,0.9088544417709354
2021-09-05 00:01:04.214,100,0,8,10865,268,7,0.9117905751593436
2021-09-05 00:01:04.287,100,0,8,10872,269,7,0.9130800433399061
2021-09-05 00:01:04.434,100,0,8,10968,270,7,0.9156924059568384
2021-09-05 00:01:04.527,100,0,8,11065,272,7,0.917352770576932
2021-09-05 00:01:04.654,100,0,8,11042,273,7,0.9196267935279355
2021-09-05 00:01:04.767,100,0,14,11019,274,7,0.9216569149259951
2021-09-05 00:01:04.874,100,0,14,11120,275,7,0.9235853592738031
2021-09-05 00:01:05.047,100,0,12,11222,276,7,0.9267150699639448
2021-09-05 00:01:05.094,100,0,12,11225,277,7,0.9275675871577955
2021-09-05 00:01:05.287,100,0,12,11229,278,7,0.9310820485370819
2021-09-05 00:01:05.314,100,0,12,11274,279,7,0.93157630674906
2021-09-05 00:01:05.527,100,0,12,11319,281,7,0.9354961527782741
2021-09-05 00:01:05.534,100,0,12,11362,281,7,0.9356254017975195
2021-09-05 00:01:05.754,100,0,12,11405,282,7,0.9397000600837663
2021-09-05 00:01:05.767,100,0,12,11448,283,7,0.9399416741315035
2021-09-05 00:01:05.974,100,0,12,11462,284,7,0.943800962661694
2021-09-05 00:01:06.047,100,0,12,11477,285,7,0.9451647690076472
2021-09-05 00:01:06.194,100,0,12,11475,285,7,0.9479131964550671
2021-09-05 00:01:06.287,100,0,12,11474,286,7,0.9496574160289322
2021-09-05 00:01:06.414,100,0,12,11347,287,7,0.9520495819738626
2021-09-05 00:01:06.527,100,0,12,11221,288,7,0.9541814801622538
2021-09-05 00:01:06.634,100,0,12,10891,288,7,0.9561980388223531
2021-09-05 00:01:06.767,100,0,12,10561,288,8,0.9587055442955756
2021-09-05 00:01:06.854,100,0,12,10513,288,8,0.9603491094268233
2021-09-05 00:01:07.007,100,0,12,10465,289,8,0.9632453169849157
2021-09-05 00:01:07.074,100,0,12,10503,289,8,0.9645155316244132
2021-09-05 00:01:07.247,100,0,12,10542,290,8,0.9678007982302742
2021-09-05 00:01:07.294,100,0,12,10504,290,8,0.968694688821371
2021-09-05 00:01:07.486,100,0,12,10466,291,8,0.9723529414074791
2021-09-05 00:01:07.514,100,0,12,10527,291,8,0.9728874517610655
2021-09-05 00:01:07.726,100,0,12,10589,292,8,0.9769398397648745
2021-09-05 00:01:07.734,100,0,12,10570,292,8,0.9770927341730932
2021-09-05 00:01:07.954,100,0,12,10552,292,8,0.9812971029683306
2021-09-05 00:01:07.966,100,0,12,10534,292,8,0.9815267381222702
2021-09-05 00:01:08.174,100,0,12,10540,292,8,0.9855145747982827
2021-09-05 00:01:08.206,100,0,12,10547,293,8,0.9861293450356842
2021-09-05 00:01:08.394,100,0,12,10566,293,8,0.9897468780589402
2021-09-05 00:01:08.446,100,0,12,10586,294,8,0.9907476605051165
2021-09-05 00:01:08.614,100,0,12,10636,294,8,0.9939794445529774
2021-09-05 00:01:08.686,100,0,12,10686,294,8,0.9953659759745491
2021-09-05 00:01:08.834,100,0,12,10674,294,8,0.9982213961364403
2021-09-05 00:01:08.885,100,0,12,10668,294,8,0.9992070213163342
